3730.3,1,1,-27.0456,23.3046,-0.0110727,0.148972,0.815324,0.00197303,4,1.6,2.0037
3730.3,2,1,-56.7273,30.085,0.0227284,-4.42249,-0.977494,0.00262633,4,1.6,-1.86095
3730.3,3,1,-71.4996,24.3384,0.0259927,-0.19597,0.323,-0.000876987,4,1.6,0.76035
3730.35,1,2,-27.0397,23.3212,0.0204931,0.2362,1.34981,0.0825559,3.99845,1.59723,2.15833
3730.35,2,2,-56.4136,29.9911,-0.0517968,-4.43562,0.0358751,0.150946,3.98393,1.59901,-1.57898
3730.35,3,2,-71.3834,24.3306,0.0489791,-0.190296,0.287825,-0.00645476,3.98597,1.59253,0.753138
3730.4,1,2,-27.0424,23.3176,0.0319482,0.30716,1.34555,0.0825134,4.03156,1.59709,2.37483
3730.4,2,2,-55.9816,29.9723,-0.0231218,-4.3774,0.151704,0.172032,3.97535,1.59731,-1.15481
3730.4,3,2,-71.2607,24.3335,0.0801922,-0.187116,0.255476,-0.011607,3.9728,1.58508,0.726377
3730.4,4,1,-3.89325,29.9997,0.00153806,-9.37079,-0.038997,-0.0616975,4,1.6,-0.0744764
3730.45,1,2,-27.0447,23.3246,0.0413929,0.387021,1.34261,0.0836281,4.01221,1.59255,2.59013
3730.45,2,2,-55.6917,30.0104,-0.00372409,-4.42109,-0.0282924,0.141687,3.95804,1.78923,-0.853623
3730.45,3,2,-71.1638,24.3269,0.0962402,-0.161753,0.226501,-0.0141929,3.95928,1.57904,0.682855
3730.45,4,2,-3.64012,29.8045,-0.0303535,-9.25721,0.160224,0.0979053,3.98249,1.597,-0.0166383
3730.5,1,2,-27.0702,23.323,0.038577,0.458107,1.28339,0.0756022,4.00659,1.5876,2.73639
3730.5,2,2,-55.4005,30.0256,0.00113362,-4.44141,-0.208643,0.114427,3.94643,1.83377,-0.716719
3730.5,3,2,-71.0471,24.3386,0.130039,-0.168123,0.277483,-0.00827944,3.94693,1.57342,0.677309
3730.5,4,2,-3.40148,29.6212,-0.0613083,-9.21098,0.171806,0.112236,3.96501,1.59025,0.0642038
3730.55,1,2,-27.0902,23.3323,0.0441185,0.522546,1.22376,0.0672859,4.00069,1.58233,2.81101
3730.55,2,2,-55.0579,30.0628,0.0364686,-4.5878,-0.464006,0.0648189,3.9369,1.83354,-0.765487
3730.55,3,2,-71.0825,24.3227,0.0950664,-0.166093,0.238569,-0.0149897,3.92775,1.56599,0.647611
3730.55,4,2,-3.13176,29.5052,-0.0792314,-9.17102,1.05205,0.655499,3.94519,1.5823,0.600579
3730.6,1,2,-27.1211,23.3155,0.0307712,0.592672,1.1778,0.0609553,3.99772,1.57757,2.83162
3730.6,2,2,-54.6819,30.049,0.0468514,-4.64994,-0.436431,0.064249,3.92039,1.8258,-0.78804
3730.6,3,2,-70.9888,24.3268,0.117144,-0.136996,0.350281,0.00239861,3.9145,1.56038,0.6956
3730.6,4,2,-2.87627,29.2624,-0.116905,-9.08529,1.31406,0.807143,3.92546,1.57439,1.1761
3730.6,5,1,-31.9137,-22.2935,-0.149236,-24.7272,-6.32365,-0.0965798,4,1.6,-164.164
3730.66,1,2,-27.1496,23.333,0.0385898,0.641159,1.11048,0.0504211,3.99169,1.57192,2.79963
3730.66,2,2,-54.3739,30.0346,0.0334013,-4.71035,-0.113628,0.105651,3.90734,2.13365,-0.60984
3730.66,3,2,-70.7702,24.3151,0.169575,-0.166821,0.358523,-0.00055042,3.90847,1.55709,0.736212
3730.66,4,2,-2.63445,29.1382,-0.139491,-8.97845,1.63354,0.991827,3.90583,1.56651,1.79279
3730.66,5,2,-34.25,-22.4069,-0.224818,-24.9671,-6.1541,0.0357544,3.99233,1.59631,-164.222
3730.66,6,1,-37.4053,-26.2278,0.00886136,-22.457,-0.667347,-0.0303689,4,1.6,-178.542
3730.7,1,2,-27.1815,23.298,0.0120942,0.669498,1.00392,0.0313609,3.98836,1.56916,2.70331
3730.7,2,2,-54.0584,30.0145,0.0206952,-4.64206,-0.118194,0.111953,3.89036,2.12945,-0.489848
3730.7,3,2,-70.6433,24.3097,0.193591,-0.165587,0.240582,-0.0186034,3.89879,1.55141,0.685054
3730.7,4,2,-2.38867,29.1489,-0.144982,-8.84285,2.06147,1.23974,3.8863,1.55868,2.48892
3730.7,5,3,-36.5702,-22.4185,-0.224817,-25.2712,-6.15109,0.0357667,3.99233,1.59631,-164.305
3730.7,6,2,-39.8583,-25.9811,0.174509,-22.4267,-0.438475,0.129946,3.98277,1.59446,-178.608
3730.7,7,1,-41.9986,-26.6103,-0.0246049,-23.9775,-1.47969,-0.0155495,4,1.6,-176.817
3730.76,1,2,-27.212,23.3176,0.0225523,0.710574,0.957423,0.023703,3.98516,1.56488,2.60528
3730.76,2,2,-53.7302,30.0269,0.0336959,-4.52952,-0.134253,0.120522,3.88026,2.12919,-0.412871
3730.76,3,2,-70.7208,24.3001,0.148397,-0.108492,0.362927,0.00268199,3.87972,1.54545,0.736773
3730.76,4,2,-2.13747,29.1579,-0.140376,-8.70178,1.90612,1.1162,3.86687,1.55089,2.88336
3730.76,5,3,-38.8888,-22.4294,-0.224818,-25.5782,-6.15052,0.0357544,3.99233,1.59631,-164.386
3730.76,6,2,-42.3776,-26.2172,0.0142646,-22.4299,-0.382084,0.166063,3.96586,1.58695,-178.719
3730.76,7,2,-44.5184,-26.3767,0.117917,-23.9693,-1.13878,0.221424,3.98114,1.59547,-176.907
3730.8,1,2,-27.2291,23.3232,0.0278756,0.740768,0.897262,0.0131468,3.98244,1.56254,2.49251
3730.8,2,2,-53.4034,30.0303,0.03901,-4.47867,-0.129649,0.126055,3.86352,2.12483,-0.357328
3730.8,3,2,-70.6071,24.2727,0.157205,-0.0669578,0.479888,0.0217784,3.87046,1.54044,0.854211
3730.8,4,2,-1.88756,29.1121,-0.152449,-8.56117,2.15243,1.24554,3.84754,1.54313,3.30914
